Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PetID,PhotoAmt,SentimentScore,SentimentMagnitude,HasName,DescWordCount,IsMixedBreed,AgeBin,IsFree,TotalMultimedia,SentimentImpact,AdoptionSpeed
2,2,266,0,3,1,4,7,2,1,2,2,3,1,4,0,13,0,a5d08e982,0,0.2,1.1,0,31,0,0,1,0.0,0.22000000000000003,4
1,2,307,0,2,1,0,0,1,1,1,1,2,1,1,0,12,0,b3f83cef6,5,0.0,0.5,1,38,1,0,1,5.0,0.0,1
1,2,307,0,2,1,2,0,2,1,1,1,2,1,1,0,3,0,80fcac43d,28,0.4,3.1,1,56,1,0,1,28.0,1.2400000000000002,3
2,4,266,266,1,4,7,0,1,1,2,1,2,1,1,0,3,0,1a83d4455,4,0.1,3.9,1,121,0,1,1,4.0,0.39,2
1,3,307,0,2,2,7,0,2,1,2,1,2,1,1,0,12,0,4d75e5771,3,0.8,3.4,1,30,1,0,1,3.0,2.72,3
2,12,266,0,1,7,0,0,3,1,3,3,2,2,1,0,12,0,5451356cb,3,0.3,0.3,1,8,0,1,1,3.0,0.09,4
1,60,307,0,1,7,0,0,1,2,3,3,3,1,1,0,3,0,5a3c85e3c,4,0.8,1.7,1,18,1,2,1,4.0,1.36,2
2,5,264,0,1,3,7,0,2,3,2,1,2,1,1,40,12,0,2f595e715,6,-0.4,0.4,1,48,0,1,0,6.0,-0.16000000000000003,2
2,2,306,266,1,1,7,0,1,1,2,1,2,1,1,0,3,0,96a0b8d03,1,0.5,2.7,1,48,1,0,1,1.0,1.35,1
1,24,307,0,1,1,2,4,2,2,1,1,1,1,1,0,8,0,ff05d4438,3,0.6,1.8,1,63,1,2,1,3.0,1.08,3
1,2,307,307,2,1,2,3,2,2,2,2,2,1,1,0,3,0,f60779a3b,5,-0.3,1.2,1,84,1,0,1,5.0,-0.36,2
1,6,307,307,2,1,2,0,3,1,1,1,2,1,1,50,6,0,1adc56d3c,3,0.2,1.7,1,53,1,1,0,3.0,0.34,4
2,2,266,0,1,4,7,0,1,2,2,2,2,1,1,0,12,0,4f629151c,3,0.0,0.0,1,69,0,0,1,3.0,0.0,1
1,24,307,0,2,3,0,0,2,1,1,1,1,1,1,0,12,0,79ef1fd27,7,0.4,2.7,1,79,1,2,1,7.0,1.08,4
2,4,266,265,2,5,6,7,2,1,1,1,2,1,1,120,12,0,bd4500e6c,7,0.4,2.4,1,49,1,1,0,7.0,0.96,2
1,1,307,0,2,1,7,0,2,1,2,1,2,1,2,0,12,0,de6c0126b,8,0.2,2.7,1,89,1,0,1,8.0,0.54,1
2,3,264,266,1,1,6,7,2,2,2,2,2,1,1,80,12,0,1a5e5d34c,5,0.9,0.9,1,57,1,0,0,5.0,0.81,1
2,3,266,266,2,1,5,7,2,2,1,1,2,1,3,0,12,0,c5756030f,5,-0.3,0.3,1,41,0,0,1,5.0,-0.09,4
1,48,195,0,2,6,0,0,1,2,1,1,1,1,1,300,3,0,0c228bdd5,0,0.0,0.8,1,96,0,2,0,0.0,0.0,4
1,2,307,0,1,2,0,0,2,2,1,1,2,1,1,80,9,0,b64e30a78,1,0.0,0.5,1,58,1,0,0,1.0,0.0,4
2,1,266,0,3,1,2,0,1,1,2,2,2,1,4,0,0,0,251bace70,15,0.2,0.4,0,13,0,0,1,15.0,0.08000000000000002,3
1,60,20,0,1,2,7,0,2,1,3,3,1,1,1,300,3,0,b386bb45c,4,0.8,2.6,1,31,0,2,0,4.0,2.08,3
2,12,283,0,1,1,7,0,3,2,2,2,2,1,1,0,12,0,8d0a7a7ac,3,0.1,1.9,1,57,0,1,1,3.0,0.19,1
2,4,265,0,1,1,2,6,2,2,2,2,2,1,1,0,3,0,930dcdef6,4,0.2,0.6,1,7,0,1,1,4.0,0.12,2
2,2,266,0,1,3,0,0,2,1,1,1,1,1,1,0,12,0,e3dbfe4c0,8,0.2,3.1,1,72,0,0,1,8.0,0.6200000000000001,3
1,1,307,0,3,2,3,5,2,1,1,1,1,1,3,0,12,0,79a9a7b05,5,0.2,3.0,1,44,1,0,1,5.0,0.6000000000000001,2
2,2,292,266,2,2,5,0,1,2,2,2,2,1,1,100,9,2,51f1d14b6,18,0.2,22.1,1,936,1,0,0,20.0,4.420000000000001,3
1,3,78,307,2,1,2,5,2,1,1,1,1,1,1,8,3,0,6b7be833c,5,0.2,2.7,0,124,1,0,0,5.0,0.54,0
1,1,307,0,2,1,2,0,1,2,2,2,2,1,2,0,12,0,35225eb67,4,0.2,2.0,0,57,1,0,1,4.0,0.4,4
2,0,265,0,3,1,2,7,1,1,2,2,2,1,3,0,3,0,6f63c5c04,0,0.1,0.5,0,26,0,0,1,0.0,0.05,4
2,36,299,0,2,2,0,0,2,1,1,1,1,1,1,0,3,0,5027f31e5,6,0.0,3.3,1,151,0,2,1,6.0,0.0,4
2,2,265,0,2,1,0,0,2,2,2,2,2,1,1,0,12,0,85a12f70c,1,0.8,2.4,1,23,0,0,1,1.0,1.92,2
1,8,307,0,1,1,0,0,2,1,1,1,1,1,1,0,12,0,f82aa539c,3,0.1,1.0,1,39,1,1,1,3.0,0.1,4
2,24,247,0,1,2,3,4,2,2,3,3,3,1,1,0,3,0,e27adf529,1,0.2,2.1,1,42,0,2,1,1.0,0.42000000000000004,4
1,72,83,0,1,1,0,0,2,2,1,1,3,2,1,0,12,0,249540f2d,2,0.0,5.1,1,106,0,3,1,2.0,0.0,2
1,6,179,0,1,2,0,0,1,1,1,3,2,1,1,200,9,0,240ddd506,2,0.3,0.3,1,10,0,1,0,2.0,0.09,2
1,72,78,0,2,1,2,0,3,1,1,1,1,1,1,0,12,0,cfd4c95d9,2,0.0,1.6,1,144,0,3,1,2.0,0.0,2
1,10,307,0,1,1,2,0,3,1,3,3,3,2,1,0,8,0,ac4c28677,5,-0.3,2.9,1,129,1,1,1,5.0,-0.87,4
1,2,224,307,2,1,2,0,2,1,2,2,2,1,1,0,3,0,1b3492bde,4,0.2,0.7,1,18,1,0,1,4.0,0.13999999999999999,3
1,2,307,307,3,1,2,7,2,2,1,1,2,1,4,100,12,0,d08b5b163,14,0.0,0.0,1,59,1,0,0,14.0,0.0,3
1,36,155,155,2,4,7,0,2,2,2,1,2,1,1,0,3,0,b4475834d,3,0.4,1.7,1,69,0,2,1,3.0,0.68,2
2,1,266,0,3,1,2,7,2,1,2,2,2,1,4,0,12,0,de92761ef,4,0.8,1.7,0,16,0,0,1,4.0,1.36,1
1,2,307,103,2,1,2,7,2,2,1,1,1,1,1,10,12,0,f41112ee1,2,0.9,0.9,1,10,1,0,0,2.0,0.81,2
2,3,266,0,1,1,7,0,1,1,2,1,2,1,1,50,12,1,7c4b2e0c0,3,0.2,6.0,1,164,0,0,0,4.0,1.2000000000000002,2
2,36,266,0,2,2,4,7,2,1,1,1,1,1,1,0,3,0,de67abe0b,5,-0.1,2.8,1,59,0,2,1,5.0,-0.27999999999999997,4
1,2,76,76,3,1,2,7,1,2,1,3,3,1,5,0,12,0,79b514f79,1,0.7,0.7,1,12,0,0,1,1.0,0.48999999999999994,0
1,1,307,307,3,1,2,3,1,1,2,2,2,1,5,0,3,0,ac495f25b,1,0.0,0.3,0,29,1,0,1,1.0,0.0,2
2,3,266,285,1,4,7,0,3,2,1,1,2,1,1,0,3,0,bb7dfc592,1,0.8,0.8,1,7,1,0,1,1.0,0.6400000000000001,1
2,2,266,0,2,1,4,7,1,1,2,1,3,1,1,0,9,0,1a4464471,5,0.1,0.1,1,3,0,0,1,5.0,0.010000000000000002,2
1,1,307,0,2,2,0,0,2,1,2,1,2,1,1,0,6,0,ccd14639f,2,0.0,3.7,1,115,1,0,1,2.0,0.0,3
1,7,307,0,2,2,0,0,2,1,2,1,1,1,1,0,12,0,74d40e344,5,0.3,9.2,0,192,1,1,1,5.0,2.76,2
1,2,307,117,1,1,2,7,2,1,1,1,2,1,1,0,12,0,f77a10b5f,7,0.5,3.5,1,52,1,0,1,7.0,1.75,2
1,3,307,0,2,2,7,0,2,1,2,1,2,1,1,0,12,0,62d09ac7c,2,-0.2,0.2,1,23,1,0,1,2.0,-0.04000000000000001,3
2,3,264,0,2,1,2,0,2,3,2,2,2,1,1,100,12,0,0dd5c500a,3,0.5,1.7,1,14,0,0,0,3.0,0.85,2
1,11,307,141,3,1,2,5,2,1,3,3,3,1,5,0,9,0,db044e38b,7,0.1,1.0,1,37,1,1,1,7.0,0.1,4
2,12,266,0,1,1,2,7,2,1,2,2,2,1,1,100,12,0,d4af42055,3,0.8,0.8,1,26,0,1,0,3.0,0.6400000000000001,4
2,9,266,0,1,5,7,0,1,1,2,2,2,1,1,0,12,0,1c128e02a,2,0.9,0.9,1,15,0,1,1,2.0,0.81,4
1,24,218,58,1,1,2,7,2,3,1,1,1,1,2,200,3,0,7c9fdd0ca,1,0.5,0.5,1,45,1,2,0,1.0,0.25,4
1,2,307,0,2,1,7,0,2,2,1,1,1,1,1,150,3,0,6c5a7a1ef,13,0.9,0.9,1,13,1,0,0,13.0,0.81,4
1,1,141,0,2,1,4,7,2,1,2,2,2,1,1,0,1,0,2204729ca,1,0.9,0.9,1,3,0,0,1,1.0,0.81,1
2,2,266,0,2,3,0,0,1,1,2,1,2,1,1,0,12,0,2ffddd303,1,0.6,1.2,1,29,0,0,1,1.0,0.72,2
1,6,205,167,1,2,7,0,2,2,1,2,2,1,1,0,3,0,afe9d7dca,9,0.0,0.0,1,10,1,1,1,9.0,0.0,3
2,2,266,0,2,6,7,0,1,1,2,2,2,1,1,50,12,0,9514ed3eb,4,0.0,0.7,1,26,0,0,0,4.0,0.0,3
2,5,299,0,2,2,0,0,2,1,2,2,1,1,1,0,3,0,5d225055d,5,0.5,3.7,1,60,0,1,1,5.0,1.85,3
2,1,264,264,1,1,7,0,1,3,2,2,2,1,1,0,12,0,bc9c5a76d,7,-0.3,3.5,1,196,0,0,1,7.0,-1.05,2
1,2,218,307,2,2,5,7,3,2,1,1,2,1,1,0,12,0,49c5dbda7,6,0.3,2.3,1,70,1,0,1,6.0,0.69,1
2,2,266,0,3,2,6,7,2,1,2,2,2,1,2,0,6,0,029469d58,3,0.0,1.4,1,46,0,0,1,3.0,0.0,2
2,2,266,0,1,1,6,7,2,1,2,2,2,1,1,0,12,0,24357b578,6,0.3,2.3,1,63,0,0,1,6.0,0.69,3
2,18,264,264,2,2,6,7,3,3,2,1,2,1,1,50,12,0,5357633c0,5,0.2,3.8,1,63,0,2,0,5.0,0.76,3
2,17,266,0,2,4,7,0,2,1,3,3,2,1,1,0,3,0,dd3856456,1,0.4,0.9,1,35,0,2,1,1.0,0.36000000000000004,4
2,10,299,0,1,4,7,0,2,1,1,1,1,1,1,0,6,0,60bbc32b6,6,0.4,1.5,1,85,0,1,1,6.0,0.6000000000000001,4
2,2,266,0,2,2,0,0,1,2,2,2,2,1,1,0,8,0,469e709ba,1,0.0,0.0,1,29,0,0,1,1.0,0.0,4
1,2,307,0,1,2,0,0,2,1,2,1,2,1,1,90,12,0,534104c8e,1,0.8,0.8,1,15,1,0,0,1.0,0.6400000000000001,3
1,3,307,0,2,2,5,0,2,2,2,1,2,1,1,0,1,0,350208e1a,1,0.6,2.7,1,43,1,0,1,1.0,1.62,2
1,2,179,195,2,2,0,0,1,1,2,2,2,1,1,500,12,0,1bb6183eb,2,0.1,1.5,1,49,1,0,0,2.0,0.15000000000000002,1
2,23,266,0,1,1,7,0,3,1,1,1,2,1,1,200,12,0,477456925,3,0.0,12.9,1,706,0,2,0,3.0,0.0,3
1,2,307,0,1,2,0,0,2,1,2,2,2,1,1,0,12,0,1a12e3633,1,0.3,1.1,1,41,1,0,1,1.0,0.33,2
1,22,307,0,2,2,3,5,1,1,1,1,2,1,1,80,12,0,37fadf608,3,0.2,1.1,1,36,1,2,0,3.0,0.22000000000000003,4
1,2,205,0,3,1,2,7,1,3,2,2,2,1,3,250,3,0,879c40dfa,5,0.0,0.2,1,21,0,0,0,5.0,0.0,1
1,1,307,307,3,1,2,3,1,1,2,2,2,1,5,0,3,0,ad6e56af2,3,0.0,0.2,1,29,1,0,1,3.0,0.0,2
1,2,307,0,2,2,7,0,2,1,1,1,2,1,1,0,12,3,8f1bdc253,2,0.1,11.5,1,427,1,0,1,5.0,1.1500000000000001,2
2,3,265,0,2,1,3,7,1,2,2,1,2,1,1,0,9,0,13757a086,4,0.0,0.7,1,34,0,0,1,4.0,0.0,3
2,1,265,0,3,1,2,4,1,2,2,2,2,1,4,0,12,0,efbe1f3ef,6,0.5,1.0,1,9,0,0,1,6.0,0.5,2
1,3,307,307,1,1,0,0,2,1,2,1,2,1,1,0,0,0,8d1dce21f,3,0.3,0.6,1,16,1,0,1,3.0,0.18,1
1,1,307,307,2,3,5,0,1,2,2,2,2,1,3,0,8,0,11b9089f7,4,0.2,0.2,1,3,1,0,1,4.0,0.04000000000000001,4
1,6,179,147,2,1,2,7,1,1,1,1,3,1,1,600,12,0,dbd4f79ef,4,0.2,6.9,1,316,1,1,0,4.0,1.3800000000000001,4
1,12,307,0,1,3,4,0,2,1,1,1,1,1,1,200,12,1,41d6c5f90,10,0.2,1.5,1,41,1,1,0,11.0,0.30000000000000004,4
1,24,109,0,1,4,0,0,3,3,1,1,2,1,1,100,12,0,5182392d9,1,0.5,2.3,1,58,0,2,0,1.0,1.15,1
2,3,299,0,1,2,0,0,2,1,3,3,3,1,1,0,0,0,51d8da535,3,0.1,0.1,1,10,0,0,1,3.0,0.010000000000000002,2
2,51,285,276,2,2,6,7,2,3,1,1,1,1,1,0,0,0,caf56c307,3,0.4,2.2,1,38,1,2,1,3.0,0.8800000000000001,1
2,2,266,0,2,6,7,0,2,1,2,2,2,1,1,100,12,0,396a2773f,5,0.0,0.2,1,14,0,0,0,5.0,0.0,3
2,6,265,266,2,1,2,0,1,2,1,1,1,1,1,30,12,0,b744f152f,3,0.7,0.7,1,5,1,1,0,3.0,0.48999999999999994,4
1,1,307,0,3,1,2,7,1,1,2,2,2,1,6,0,9,0,a3d4585c2,2,0.0,0.0,0,11,1,0,1,2.0,0.0,3
2,2,266,0,2,1,5,7,2,1,2,1,2,1,1,0,3,0,c62de8a15,1,0.0,0.0,1,5,0,0,1,1.0,0.0,3
2,17,283,0,2,2,3,4,2,1,1,1,2,1,1,0,3,0,9c70eee7b,1,0.2,2.8,1,83,0,2,1,1.0,0.5599999999999999,4
2,14,243,0,1,5,7,0,2,2,1,1,1,1,1,0,12,0,218cf1849,5,0.2,2.1,1,34,0,2,1,5.0,0.42000000000000004,3
1,4,307,0,3,1,3,5,2,1,1,1,2,1,4,0,3,0,32f617eda,4,0.4,2.7,1,58,1,1,1,4.0,1.08,2
1,2,307,307,2,2,0,0,2,1,3,1,2,1,1,0,3,0,8660ad37b,4,0.6,2.0,1,27,1,0,1,4.0,1.2,3
1,14,307,0,1,3,0,0,3,2,1,1,1,1,1,0,6,0,f7b84bc3b,2,0.4,2.6,1,72,1,2,1,2.0,1.04,4
1,4,307,307,2,7,0,0,2,1,1,1,2,1,1,0,3,0,1cf66aed4,3,0.3,0.9,1,31,1,1,1,3.0,0.27,4
2,1,266,0,1,1,7,0,1,1,2,2,2,2,1,0,12,0,522b73db7,1,0.1,2.4,0,66,0,0,1,1.0,0.24,3
2,12,292,266,2,2,7,0,2,1,1,1,1,1,1,0,12,0,d9c0e3284,1,0.4,4.9,1,94,1,1,1,1.0,1.9600000000000002,2
2,3,265,0,2,6,7,0,2,2,2,2,2,1,1,0,12,0,05a839a89,6,0.0,0.0,1,4,0,0,1,6.0,0.0,4
1,48,69,0,1,5,0,0,2,2,1,1,1,1,1,0,12,0,24361123a,5,0.2,0.9,1,40,0,2,1,5.0,0.18000000000000002,4
2,5,266,266,1,1,7,0,3,1,3,3,3,1,1,0,12,0,1f6849a20,13,0.2,1.1,1,44,0,1,1,13.0,0.22000000000000003,1
1,3,307,0,3,1,2,7,2,1,2,2,2,1,3,0,12,0,b6684c4b7,7,0.0,3.6,1,140,1,0,1,7.0,0.0,3
1,4,206,103,2,1,2,0,3,2,1,1,2,1,1,600,12,0,31353ed83,2,0.3,0.9,1,45,1,1,0,2.0,0.27,1
1,1,307,0,1,2,5,7,2,2,2,2,2,1,1,0,9,0,de43c6ce5,5,0.0,1.3,0,43,1,0,1,5.0,0.0,2
1,12,307,0,1,2,0,0,2,1,2,1,2,1,1,250,3,0,976cd59b0,1,0.5,2.0,1,67,1,1,0,1.0,1.0,4
1,3,307,0,1,2,7,0,3,1,1,1,2,1,1,0,9,0,4daad230c,3,0.5,1.7,1,27,1,0,1,3.0,0.85,4
2,4,266,0,1,3,0,0,1,1,2,2,2,1,1,0,12,0,684567fc4,3,0.5,4.7,0,79,0,1,1,3.0,2.35,2
2,1,284,295,2,1,7,0,1,1,2,2,2,1,1,0,3,0,a98a5b0e8,1,-0.2,2.1,1,92,1,0,1,1.0,-0.42000000000000004,4
1,5,109,141,2,3,4,0,2,2,3,1,1,1,1,0,9,0,24dfcc985,5,0.2,1.0,0,33,1,1,1,5.0,0.2,4
1,2,307,0,2,2,7,0,1,1,1,1,2,1,1,0,3,0,fd33218b8,2,-0.1,2.3,1,100,1,0,1,2.0,-0.22999999999999998,2
2,4,265,265,1,7,0,0,1,2,2,1,2,1,1,0,12,0,7ad21fd0b,1,0.1,0.1,1,4,0,1,1,1.0,0.010000000000000002,4
1,3,307,0,1,1,7,0,2,1,1,1,2,1,1,0,12,0,cd7bea671,3,0.6,1.2,1,17,1,0,1,3.0,0.72,3
1,2,307,0,3,2,3,4,3,1,3,3,2,1,5,0,3,0,9b9873716,3,0.5,2.8,1,53,1,0,1,3.0,1.4,4
2,3,254,265,2,1,4,7,2,2,1,1,2,1,1,0,12,1,7cc040670,2,0.9,0.9,1,2,1,0,1,3.0,0.81,2
1,2,307,0,2,1,7,0,2,1,1,3,3,1,1,0,9,0,9f2dd031a,1,0.0,0.0,1,17,1,0,1,1.0,0.0,4
1,3,152,307,1,2,0,0,1,1,1,1,2,1,1,0,3,0,ef7555da8,1,0.0,1.3,1,36,1,0,1,1.0,0.0,1
2,9,266,299,1,3,0,0,2,1,2,2,2,1,1,0,12,0,840bad15b,5,0.0,0.0,1,56,1,1,1,5.0,0.0,1
1,2,307,0,2,1,2,0,2,1,1,1,2,1,1,0,3,0,cbdeed3f9,1,0.1,0.1,1,5,1,0,1,1.0,0.010000000000000002,1
1,120,207,0,2,3,6,0,1,2,3,3,3,1,1,0,12,0,e42dc215d,1,0.5,2.8,0,37,0,3,1,1.0,1.4,0
2,2,265,0,3,4,7,0,1,2,2,2,2,1,5,0,12,0,b6cea4edc,2,0.8,0.8,1,31,0,0,1,2.0,0.6400000000000001,4
1,1,307,0,3,1,7,0,2,2,3,3,3,1,2,100,9,0,5daea1779,1,0.2,0.9,1,43,1,0,0,1.0,0.18000000000000002,3
1,24,307,0,2,1,0,0,2,1,1,1,1,1,1,50,12,0,42ea2e045,2,0.2,0.2,1,10,1,2,0,2.0,0.04000000000000001,4
1,29,102,307,1,1,2,0,2,1,1,1,3,1,1,0,9,0,3f2a40f0a,2,0.4,0.8,1,21,1,2,1,2.0,0.32000000000000006,4
2,10,266,0,1,2,7,0,2,1,2,1,1,1,1,5,12,0,b7df87757,3,0.2,2.8,1,55,0,1,0,3.0,0.5599999999999999,1
1,2,307,0,2,2,3,0,1,1,2,2,2,1,1,150,3,0,aa91c3400,3,0.0,2.2,1,39,1,0,0,3.0,0.0,1
1,2,76,141,2,1,7,0,2,1,3,3,3,1,2,0,9,0,ccb658698,3,0.0,2.6,1,104,1,0,1,3.0,0.0,4
1,3,307,0,1,2,0,0,2,1,2,2,2,1,1,0,12,1,a5f576bb1,4,0.1,4.4,1,127,1,0,1,5.0,0.44000000000000006,2
1,24,307,0,3,1,2,7,2,2,1,1,1,1,5,0,12,0,80cedf6b9,7,0.0,0.8,1,68,1,2,1,7.0,0.0,4
1,2,307,0,2,5,0,0,2,1,2,2,2,1,2,0,12,0,0529ad4d9,4,0.2,3.6,1,90,1,0,1,4.0,0.7200000000000001,0
1,2,307,0,1,1,2,0,2,1,2,1,2,1,1,0,12,0,28e14ee81,1,0.2,3.1,1,85,1,0,1,1.0,0.6200000000000001,2
1,1,307,307,2,1,2,0,2,2,2,2,2,1,1,0,12,0,5d168f0e6,1,0.0,0.0,1,2,1,0,1,1.0,0.0,3
1,3,307,0,2,1,4,0,3,1,3,1,3,1,1,0,12,0,9d2fb911c,4,-0.3,1.2,1,26,1,0,1,4.0,-0.36,4
1,3,307,0,2,1,7,0,2,1,2,2,2,1,1,0,12,0,081199ea2,13,0.5,5.1,1,155,1,0,1,13.0,2.55,3
2,1,266,265,2,1,4,7,2,2,2,2,2,1,2,0,12,0,55b799287,8,0.0,0.8,1,73,1,0,1,8.0,0.0,4
1,7,231,307,2,2,7,0,2,2,3,3,3,1,1,0,12,0,4c1981df1,1,0.0,4.6,1,146,1,1,1,1.0,0.0,3
2,12,266,0,1,2,5,0,2,1,1,1,1,1,1,0,12,0,b1818e562,2,0.4,3.9,1,69,0,1,1,2.0,1.56,3
1,1,307,0,3,1,2,0,2,1,2,1,2,1,4,0,12,0,4a78a1859,5,0.0,0.4,1,32,1,0,1,5.0,0.0,1
2,7,266,0,2,2,7,0,2,1,1,1,2,1,1,0,12,0,a6593fb48,6,0.7,4.3,1,112,0,1,1,6.0,3.01,3
1,2,307,0,3,1,2,0,2,2,2,2,2,1,4,0,12,0,e9c78e9fb,1,0.1,0.4,0,15,1,0,1,1.0,0.04000000000000001,3
1,17,76,307,2,1,7,0,2,1,1,1,1,1,1,0,3,0,b854220cb,7,0.0,3.0,1,60,1,2,1,7.0,0.0,2
2,5,265,0,2,5,6,0,2,1,2,2,2,1,2,0,3,0,88c07e663,2,0.4,0.4,0,7,0,1,1,2.0,0.16000000000000003,4
2,3,266,0,3,2,6,7,1,1,1,1,2,1,3,50,8,0,e248258bb,10,0.2,3.7,1,131,0,0,0,10.0,0.7400000000000001,4
2,3,266,292,1,2,5,0,1,1,2,2,2,1,1,0,12,1,e7b3f752a,8,0.5,2.2,1,12,1,0,1,9.0,1.1,2
1,2,307,0,3,1,2,7,2,1,2,2,2,1,6,0,3,0,38d23c02f,1,0.1,1.2,1,50,1,0,1,1.0,0.12,4
2,3,265,0,1,1,7,0,2,2,2,2,2,1,1,0,12,0,45dba413a,5,0.4,2.8,1,60,0,0,1,5.0,1.1199999999999999,1
2,3,241,0,2,6,0,0,2,2,2,2,2,1,1,0,3,0,a6c9fd936,3,0.6,0.6,0,48,0,0,1,3.0,0.36,2
2,8,289,251,2,6,0,0,2,1,3,1,2,1,1,0,2,0,017eda6dc,4,0.0,0.0,1,67,1,1,1,4.0,0.0,1
1,2,307,0,3,1,2,7,2,1,1,1,2,1,5,0,3,0,5d517a321,13,0.0,0.8,1,163,1,0,1,13.0,0.0,2
1,2,307,307,3,1,2,4,2,2,2,2,2,1,4,1,12,0,f11772123,5,-0.6,0.6,1,43,1,0,0,5.0,-0.36,4
1,1,307,0,2,1,2,0,2,2,2,2,2,1,1,0,9,0,827ac9a9f,1,0.5,0.5,1,22,1,0,1,1.0,0.25,2
1,1,307,0,2,1,7,0,2,1,2,3,3,1,1,0,12,0,2cd806c03,1,0.1,2.8,0,44,1,0,1,1.0,0.27999999999999997,3
1,3,307,0,1,4,7,0,2,1,2,2,2,1,1,0,3,0,cd5a7effb,2,0.3,1.0,1,43,1,0,1,2.0,0.3,3
1,2,307,0,1,1,2,7,2,1,3,3,2,1,1,0,12,0,c4bc89962,6,0.3,1.4,1,30,1,0,1,6.0,0.42,2
1,1,307,307,3,2,7,0,2,1,2,2,2,1,5,0,12,0,573b3ec3d,0,0.2,0.5,0,31,1,0,1,0.0,0.1,4
1,12,307,0,1,5,0,0,2,2,3,3,2,2,1,0,12,0,e53933782,8,0.1,8.9,1,235,1,1,1,8.0,0.8900000000000001,4
2,36,266,299,1,1,6,0,2,1,1,1,1,1,1,0,3,0,71655dcec,6,0.2,12.9,1,408,1,2,1,6.0,2.58,4
2,4,249,0,1,1,6,7,2,2,1,1,2,1,1,0,12,0,7aefa7eeb,7,0.8,4.2,1,40,0,1,1,7.0,3.3600000000000003,2
1,24,307,307,3,1,5,0,2,2,3,3,3,2,2,30,12,0,3dae967f1,5,0.1,1.8,1,192,1,2,0,5.0,0.18000000000000002,2
2,2,266,0,2,1,4,0,2,1,2,2,2,1,1,0,3,0,9193c38af,2,0.5,11.7,1,285,0,0,1,2.0,5.85,4
1,96,83,0,2,2,0,0,2,2,1,3,3,1,1,50,3,0,906308870,1,0.0,0.4,1,58,0,3,0,1.0,0.0,4
1,39,307,307,2,2,0,0,2,1,1,1,1,1,1,0,12,0,0fd5ff08e,3,0.1,2.1,1,4,1,2,1,3.0,0.21000000000000002,4
1,12,307,0,2,2,5,7,2,2,3,3,3,2,1,0,6,0,97b9ee40b,3,0.1,1.2,1,51,1,1,1,3.0,0.12,4
1,3,307,0,2,2,0,0,2,2,1,1,2,1,1,0,12,0,1f6fe20fc,5,0.3,0.7,1,11,1,0,1,5.0,0.21,3
2,6,266,0,2,2,4,7,2,1,2,2,2,1,2,0,12,0,ab1ed5c13,2,0.4,3.4,1,29,0,1,1,2.0,1.36,4
1,2,307,218,2,2,7,0,2,2,1,1,1,1,1,0,12,0,28a0ae4fe,11,0.5,3.2,1,43,1,0,1,11.0,1.6,4
2,3,266,0,2,3,6,7,2,2,2,2,2,1,2,0,3,0,b62619afd,2,0.9,0.9,0,12,0,0,1,2.0,0.81,2
1,7,307,0,2,2,6,7,1,1,1,1,1,1,3,100,3,0,02adb269f,4,0.1,2.9,1,92,1,1,0,4.0,0.29,4
1,12,307,218,2,1,6,0,2,2,1,1,1,1,1,0,5,0,6c7db281b,2,0.4,4.7,1,98,1,1,1,2.0,1.8800000000000001,4
2,2,266,0,1,1,6,7,1,2,1,1,2,1,1,0,12,0,764fac30e,4,0.5,4.5,1,119,0,0,1,4.0,2.25,2
1,20,206,213,2,1,4,5,2,2,1,1,1,1,1,0,12,0,ea03ccbba,4,0.6,0.6,1,21,1,2,1,4.0,0.36,4
1,2,307,307,1,2,7,0,2,2,1,1,2,1,1,0,12,0,0bd2d5882,1,0.0,0.0,1,2,1,0,1,1.0,0.0,3
1,3,307,0,2,1,2,0,2,2,1,1,2,1,1,0,12,0,f500d6361,2,0.3,1.1,1,45,1,0,1,2.0,0.33,1
1,12,179,0,1,5,0,0,1,2,2,2,2,1,1,0,12,0,2b34c70e7,3,0.5,0.5,1,6,0,1,1,3.0,0.25,1
1,2,307,307,2,7,0,0,2,2,1,1,2,1,1,0,12,0,46fdbf640,1,0.0,0.0,1,2,1,0,1,1.0,0.0,3
2,3,299,0,1,3,0,0,1,1,3,3,3,1,1,0,12,0,4d999ee22,1,-0.2,0.7,1,26,0,0,1,1.0,-0.13999999999999999,4
2,24,265,0,2,1,7,0,2,2,1,1,1,1,1,0,3,0,418e88441,3,0.2,3.2,1,77,0,2,1,3.0,0.6400000000000001,4
1,1,307,307,2,1,4,0,2,1,2,2,2,1,1,0,9,0,8c3d81083,2,0.1,0.3,1,21,1,0,1,2.0,0.03,1
1,48,205,0,1,7,0,0,1,2,1,1,1,1,1,0,3,0,e585b064b,2,0.3,3.2,1,27,0,2,1,2.0,0.96,1
2,6,265,283,2,1,2,0,1,2,3,3,3,1,3,0,12,0,f44ba1344,0,0.3,0.3,0,1,1,1,1,0.0,0.09,4
2,2,303,266,2,1,2,0,1,1,2,1,2,1,1,0,3,0,2e1fcc8c4,1,0.1,1.5,1,28,1,0,1,1.0,0.15000000000000002,1
